Epos Code,Description,RRP,COST,WEBSITE,TRADE,ENGINEER,MERCHANT,STAFF,AMAZON,EBAY,Brand,RowStatus
FRANKE-133.0643.047,Franke Handle Hot : Silksteel - 133.0643.047,45.05,30.03,42.80,38.29,42.80,34.14,33.04,43.55,43.55,Franke,
FRANKE-133.0643.048,Franke Handle Cold : Silksteel - 133.0643.048,45.05,30.03,42.80,38.29,42.80,34.14,33.04,43.55,43.55,Franke,
FRANKE-133.0643.049,Franke Plinth : Chrome - 133.0643.049,19.29,12.86,18.32,16.39,18.32,15.24,14.14,18.64,18.64,Franke,
FRANKE-133.0643.050,Franke Plinth : Silksteel - 133.0643.050,21.88,14.58,20.78,18.59,20.78,17.14,16.04,21.15,21.15,Franke,
FRANKE-133.0643.738,Franke Sprayhead - Anthracite - 133.0643.738,132.50,88.33,125.88,112.63,125.88,98.27,97.17,128.08,128.08,Franke,
FRANKE-133.0643.739,Franke Handle - Anthracite - 133.0643.739,61.25,40.83,58.19,52.06,58.19,46.02,44.92,59.21,59.21,Franke,
FRANKE-133.0643.740,Franke Sprayhead : Anthracite - 133.0643.740,77.50,51.67,73.63,65.88,73.63,57.93,56.83,74.92,74.92,Franke,
FRANKE-133.0643.751,Franke Cartridge Cover - Anthracite - 133.0643.751,8.75,5.83,10.58,8.99,10.58,7.52,6.42,10.58,10.58,Franke,
FRANKE-133.0643.753,Franke Spout : Anthracite - 133.0643.753,90.00,60.00,85.50,76.50,85.50,67.10,66.00,87.00,87.00,Franke,
FRANKE-133.0645.254,Franke Aerator - 133.0645.254,17.40,11.60,16.53,14.79,16.53,13.86,12.76,16.82,16.82,Franke,
FRANKE-133.0647.372,Franke Spout - Copper - 133.0647.372,56.25,37.50,53.44,47.81,53.44,42.35,41.25,54.38,54.38,Franke,
FRANKE-133.0647.373,Franke Aerator - Copper - 133.0647.373,15.00,10.00,14.25,12.75,14.25,12.10,11.00,14.50,14.50,Franke,
FRANKE-133.0647.374,Franke Lever - Champagne Gold - 133.0647.374,61.25,40.83,58.19,52.06,58.19,46.02,44.92,59.21,59.21,Franke,
FRANKE-133.0647.375,Franke Cartridge Cover - Champagne Gold - 133.0647.375,8.75,5.83,10.58,8.99,10.58,7.52,6.42,10.58,10.58,Franke,
FRANKE-133.0647.376,Franke Spout - Champagne Gold - 133.0647.376,56.25,37.50,53.44,47.81,53.44,42.35,41.25,54.38,54.38,Franke,
FRANKE-133.0647.377,Franke Aerator - Champagne Gold - 133.0647.377,15.00,10.00,14.25,12.75,14.25,12.10,11.00,14.50,14.50,Franke,
FRANKE-133.0647.378,Franke Spout - Anthracite - 133.0647.378,56.25,37.50,53.44,47.81,53.44,42.35,41.25,54.38,54.38,Franke,
FRANKE-133.0647.379,Franke Aerator - Anthracite - 133.0647.379,15.00,10.00,14.25,12.75,14.25,12.10,11.00,14.50,14.50,Franke,
FRANKE-133.0647.380,Franke Spout - Copper - 133.0647.380,117.50,78.33,111.63,99.88,111.63,87.27,86.17,113.58,113.58,Franke,
FRANKE-133.0647.401,Franke Sprayhead - Copper - 133.0647.401,132.50,88.33,125.88,112.63,125.88,98.27,97.17,128.08,128.08,Franke,
FRANKE-133.0647.402,Franke Spout - Champagne Gold - 133.0647.402,117.50,78.33,111.63,99.88,111.63,87.27,86.17,113.58,113.58,Franke,
FRANKE-133.0647.403,Franke Sprayhead - Champagne Gold - 133.0647.403,132.50,88.33,125.88,112.63,125.88,98.27,97.17,128.08,128.08,Franke,
FRANKE-133.0647.404,Franke Spout : Copper - 133.0647.404,122.50,81.67,116.38,104.13,116.38,90.93,89.83,118.42,118.42,Franke,
FRANKE-133.0647.405,Franke Spout : Champagne Gold - 133.0647.405,122.50,81.67,116.38,104.13,116.38,90.93,89.83,118.42,118.42,Franke,
FRANKE-133.0647.406,Franke Spout : Anthracite - 133.0647.406,122.50,81.67,116.38,104.13,116.38,90.93,89.83,118.42,118.42,Franke,
FRANKE-133.0647.407,Franke Spout : Copper - 133.0647.407,90.00,60.00,85.50,76.50,85.50,67.10,66.00,87.00,87.00,Franke,
FRANKE-133.0647.408,Franke Sprayhead - Copper - 133.0647.408,77.50,51.67,73.63,65.88,73.63,57.93,56.83,74.92,74.92,Franke,
FRANKE-133.0647.409,Franke Spout : Champagne Gold - 133.0647.409,90.00,60.00,85.50,76.50,85.50,67.10,66.00,87.00,87.00,Franke,
FRANKE-133.0647.410,Franke Sprayhead : Champagne Gold - 133.0647.410,77.50,51.67,73.63,65.88,73.63,57.93,56.83,74.92,74.92,Franke,
FRANKE-133.0647.421,Franke Lever - Anthracite - 133.0647.421,62.50,41.67,59.38,53.13,59.38,46.93,45.83,60.42,60.42,Franke,
FRANKE-133.0648.059,Franke Electric Handle - Industrial Black - 133.0648.059,103.13,68.75,97.97,87.66,97.97,76.73,75.63,99.69,99.69,Franke,
FRANKE-133.0648.060,Franke Electronic Handle - Anthracite - 133.0648.060,103.13,68.75,97.97,87.66,97.97,76.73,75.63,99.69,99.69,Franke,
FRANKE-133.0648.061,Franke Electric Handle - Champagne - 133.0648.061,103.13,68.75,97.97,87.66,97.97,76.73,75.63,99.69,99.69,Franke,
FRANKE-133.0648.062,Franke E-knob Copper - 133.0648.062,103.13,68.75,97.97,87.66,97.97,76.73,75.63,99.69,99.69,Franke,
FRANKE-133.0649.353,Franke Steam Tray - 133.0649.353,237.50,158.33,225.63,201.88,225.63,175.27,174.17,229.58,229.58,Franke,
FRANKE-133.0653.315,Franke Hot Handle Chrome - 133.0653.315,18.01,12.01,17.11,15.31,17.11,14.31,13.21,17.41,17.41,Franke,
FRANKE-133.0653.316,Franke Cold Handle Chrome - 133.0653.316,18.01,12.01,17.11,15.31,17.11,14.31,13.21,17.41,17.41,Franke,
FRANKE-133.0656.041,Franke Lever : Copper - 133.0656.041,64.38,42.92,61.16,54.72,61.16,48.31,47.21,62.23,62.23,Franke,
FRANKE-133.0656.042,Franke Cartridge Cover - Copper - 133.0656.042,9.00,6.00,10.80,9.18,10.80,7.70,6.60,10.80,10.80,Franke,
FRANKE-133.0656.511,Franke O-Rings & Screw - 133.0656.511,7.25,4.83,9.23,7.84,9.23,6.42,5.32,9.23,9.23,Franke,
FRANKE-133.0656.513,Franke Spout - Chrome - 133.0656.513,92.70,61.80,88.07,78.80,88.07,69.08,67.98,89.61,89.61,Franke,
FRANKE-133.0657.023,Franke Matt Black Strainer Plug - 133.0657.023,31.55,21.03,29.97,26.82,29.97,24.24,23.14,30.50,30.50,Franke,
FRANKE-133.0660.878,Franke Plug Operating Cable - 133.0660.878,32.84,21.89,31.20,27.91,31.20,25.18,24.08,31.74,31.74,Franke,
FRANKE-133.0660.956,Franke Plug Operating Lever : Decor Steel - 133.0660.956,16.60,11.07,15.77,14.11,15.77,13.27,12.17,16.05,16.05,Franke,
FRANKE-133.0660.957,Franke Handle : Matt Black - 133.0660.957,30.25,20.17,28.74,25.71,28.74,23.28,22.18,29.24,29.24,Franke,
FRANKE-133.0660.958,Franke Lever : Decor Steel - 133.0660.958,24.45,16.30,23.23,20.78,23.23,19.03,17.93,23.64,23.64,Franke,
FRANKE-133.0660.985,Franke Lever : Chrome - 133.0660.985,24.45,16.30,23.23,20.78,23.23,19.03,17.93,23.64,23.64,Franke,
FRANKE-133.0660.989,Franke Flexible Hose : Chrome - 133.0660.989,33.29,22.19,31.62,28.29,31.62,25.51,24.41,32.18,32.18,Franke,
FRANKE-133.0660.990,Franke Flexible Hose - 133.0660.990,33.29,22.19,31.62,28.29,31.62,25.51,24.41,32.18,32.18,Franke,
FRANKE-133.0660.991,Franke Flexible Hose : Chrome - 133.0660.991,37.35,24.90,35.48,31.75,35.48,28.49,27.39,36.11,36.11,Franke,
FRANKE-133.0660.992,Franke Flexible Hose : Matte Black - 133.0660.992,37.35,24.90,35.48,31.75,35.48,28.49,27.39,36.11,36.11,Franke,
FRANKE-133.0660.994,Franke Sprayhead Chrome ( 1 ) - 133.0660.994,127.48,84.98,121.10,108.35,121.10,94.58,93.48,123.23,123.23,Franke,
FRANKE-133.0660.997,Franke Sprayhead Matt Black ( 1 ) - 133.0660.997,148.25,98.83,140.84,126.01,140.84,109.82,108.72,143.31,143.31,Franke,
FRANKE-133.0660.998,Franke Sprayhead : Chrome - 133.0660.998,61.80,41.20,58.71,52.53,58.71,46.42,45.32,59.74,59.74,Franke,
FRANKE-133.0661.005,Franke Sprayhead : Decor Steel - 133.0661.005,88.85,59.23,84.41,75.52,84.41,66.26,65.16,85.89,85.89,Franke,
FRANKE-133.0661.006,Franke Sprayhead : Matte Black - 133.0661.006,92.70,61.80,88.07,78.80,88.07,69.08,67.98,89.61,89.61,Franke,
FRANKE-133.0661.007,Franke Sprayhead : Chrome - 133.0661.007,61.80,41.20,58.71,52.53,58.71,46.42,45.32,59.74,59.74,Franke,
FRANKE-133.0661.009,Franke Sprayhead : Decor Steel - 133.0661.009,61.80,41.20,58.71,52.53,58.71,46.42,45.32,59.74,59.74,Franke,
FRANKE-133.0661.010,Franke Sprayhead : Matte Black - 133.0661.010,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0661.013,Franke Aerator & Key : Chrome - 133.0661.013,14.18,9.45,13.47,12.05,13.47,11.50,10.40,13.70,13.70,Franke,
FRANKE-133.0661.015,Franke Aerator & Key : Decor Steel - 133.0661.015,14.18,9.45,13.47,12.05,13.47,11.50,10.40,13.70,13.70,Franke,
FRANKE-133.0661.016,Franke Aerator & Key : Matte Black - 133.0661.016,14.18,9.45,13.47,12.05,13.47,11.50,10.40,13.70,13.70,Franke,
FRANKE-133.0661.018,Franke Aerator : Chrome - 133.0661.018,11.60,7.73,13.14,11.17,13.14,9.61,8.51,13.14,13.14,Franke,
FRANKE-133.0661.020,Franke Aerator : Decor Steel - 133.0661.020,11.60,7.73,13.14,11.17,13.14,9.61,8.51,13.14,13.14,Franke,
FRANKE-133.0661.021,Franke Aerator : Matte Black - 133.0661.021,11.60,7.73,13.14,11.17,13.14,9.61,8.51,13.14,13.14,Franke,
FRANKE-133.0661.022,Franke Aerator & Key : Matte Black - 133.0661.022,11.60,7.73,13.14,11.17,13.14,9.61,8.51,13.14,13.14,Franke,
FRANKE-133.0661.024,Franke Plinth : Chrome - 133.0661.024,27.50,18.33,26.13,23.38,26.13,21.27,20.17,26.58,26.58,Franke,
FRANKE-133.0661.026,Franke Plinth : Decor Steel - 133.0661.026,18.03,12.02,17.12,15.32,17.12,14.32,13.22,17.42,17.42,Franke,
FRANKE-133.0661.027,Franke Plinth : Matte Black - 133.0661.027,17.50,11.67,16.63,14.88,16.63,13.93,12.83,16.92,16.92,Franke,
FRANKE-133.0664.469,Franke Antisplash : Matte Black - 133.0664.469,12.75,8.50,12.11,10.84,12.11,10.45,9.35,12.33,12.33,Franke,
FRANKE-133.0664.470,Franke Spout : Brass - 133.0664.470,123.75,82.50,117.56,105.19,117.56,91.85,90.75,119.63,119.63,Franke,
FRANKE-133.0664.491,Franke Spout : Matte Black - 133.0664.491,136.25,90.83,129.44,115.81,129.44,101.02,99.92,131.71,131.71,Franke,
FRANKE-133.0664.492,Franke Hot Handle - Brass - 133.0664.492,19.33,12.88,18.36,16.43,18.36,15.27,14.17,18.68,18.68,Franke,
FRANKE-133.0664.493,Franke Cold Handle - Brass - 133.0664.493,18.75,12.50,17.81,15.94,17.81,14.85,13.75,18.13,18.13,Franke,
FRANKE-133.0664.494,Franke Hot Handle - Matte Black - 133.0664.494,20.00,13.33,19.00,17.00,19.00,15.77,14.67,19.33,19.33,Franke,
FRANKE-133.0664.495,Franke Cold Handle - Matte Black - 133.0664.495,20.00,13.33,19.00,17.00,19.00,15.77,14.67,19.33,19.33,Franke,
FRANKE-133.0664.496,Franke Plinth - Brass - 133.0664.496,9.88,6.58,11.59,9.85,11.59,8.34,7.24,11.59,11.59,Franke,
FRANKE-133.0664.497,Franke Spout : Matte Black - 133.0664.497,111.25,74.17,105.69,94.56,105.69,82.68,81.58,107.54,107.54,Franke,
FRANKE-133.0664.500,Franke Hot Handle - Matte Black - 133.0664.500,27.50,18.33,26.13,23.38,26.13,21.27,20.17,26.58,26.58,Franke,
FRANKE-133.0664.511,Franke Cold Handle - Matte Black - 133.0664.511,27.50,18.33,26.13,23.38,26.13,21.27,20.17,26.58,26.58,Franke,
FRANKE-133.0664.512,Franke Plinth : Matte Black - 133.0664.512,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0664.513,Franke Spout : Brass - 133.0664.513,97.50,65.00,92.63,82.88,92.63,72.60,71.50,94.25,94.25,Franke,
FRANKE-133.0664.514,Franke Spout Collar : Brass - 133.0664.514,15.00,10.00,14.25,12.75,14.25,12.10,11.00,14.50,14.50,Franke,
FRANKE-133.0664.515,Franke Hot Handle : Brass - 133.0664.515,75.00,50.00,71.25,63.75,71.25,56.10,55.00,72.50,72.50,Franke,
FRANKE-133.0664.516,Franke Cold Handle : Brass - 133.0664.516,75.00,50.00,71.25,63.75,71.25,56.10,55.00,72.50,72.50,Franke,
FRANKE-133.0664.517,Franke Valve Cover : Brass - 133.0664.517,37.50,25.00,35.63,31.88,35.63,28.60,27.50,36.25,36.25,Franke,
FRANKE-133.0664.518,Franke Fixing Kit : Brass - 133.0664.518,28.75,19.17,27.31,24.44,27.31,22.18,21.08,27.79,27.79,Franke,
FRANKE-133.0664.519,Franke Spout : Matte Black - 133.0664.519,212.50,141.67,201.88,180.63,201.88,156.93,155.83,205.42,205.42,Franke,
FRANKE-133.0664.520,Franke Hot Handle : Matte Black - 133.0664.520,28.75,19.17,27.31,24.44,27.31,22.18,21.08,27.79,27.79,Franke,
FRANKE-133.0664.521,Franke Cold Handle : Matte Black - 133.0664.521,28.75,19.17,27.31,24.44,27.31,22.18,21.08,27.79,27.79,Franke,
FRANKE-133.0664.522,Franke Valve Cover : Matte Black - 133.0664.522,25.00,16.67,23.75,21.25,23.75,19.43,18.33,24.17,24.17,Franke,
FRANKE-133.0664.523,Franke Spout : Matte Black - 133.0664.523,162.50,108.33,154.38,138.13,154.38,120.27,119.17,157.08,157.08,Franke,
FRANKE-133.0664.524,Franke Plinth : Matte Black - 133.0664.524,45.00,30.00,42.75,38.25,42.75,34.10,33.00,43.50,43.50,Franke,
FRANKE-133.0664.525,Franke Spout : Matte Black - 133.0664.525,155.00,103.33,147.25,131.75,147.25,114.77,113.67,149.83,149.83,Franke,
FRANKE-133.0665.349,Franke Hot Handle : Matte Black - 133.0665.349,32.50,21.67,30.88,27.63,30.88,24.93,23.83,31.42,31.42,Franke,
FRANKE-133.0665.350,Franke Cold Handle : Matte Black - 133.0665.350,32.50,21.67,30.88,27.63,30.88,24.93,23.83,31.42,31.42,Franke,
FRANKE-133.0665.441,Franke Hot Handle : Brass - 133.0665.441,31.25,20.83,29.69,26.56,29.69,24.02,22.92,30.21,30.21,Franke,
FRANKE-133.0665.442,Franke Cold Handle : Brass - 133.0665.442,31.25,20.83,29.69,26.56,29.69,24.02,22.92,30.21,30.21,Franke,
FRANKE-133.0665.443,Franke Valve Cover : Matte Black - 133.0665.443,25.00,16.67,23.75,21.25,23.75,19.43,18.33,24.17,24.17,Franke,
FRANKE-133.0665.444,Franke Valve Cover - Brass - 133.0665.444,25.00,16.67,23.75,21.25,23.75,19.43,18.33,24.17,24.17,Franke,
FRANKE-133.0665.983,Franke Flexible Tails - 133.0665.983,22.66,15.11,21.53,19.26,21.53,17.72,16.62,21.91,21.91,Franke,
FRANKE-133.0669.582,Franke Handle - Chrome - 133.0669.582,23.18,15.45,22.02,19.70,22.02,18.10,17.00,22.40,22.40,Franke,
FRANKE-133.0669.583,Franke 35mm Cartridge - 133.0669.583,15.45,10.30,14.68,13.13,14.68,12.43,11.33,14.94,14.94,Franke,
FRANKE-133.0669.584,Franke Spout - Chrome - 133.0669.584,19.33,12.88,18.36,16.43,18.36,15.27,14.17,18.68,18.68,Franke,
FRANKE-133.0669.585,Franke Antisplash - Chrome - 133.0669.585,7.73,5.15,9.65,8.20,9.65,6.77,5.67,9.65,9.65,Franke,
FRANKE-133.0669.586,Franke O-Ring Kit - 133.0669.586,7.08,4.72,9.07,7.71,9.07,6.29,5.19,9.07,9.07,Franke,
FRANKE-133.0669.587,Franke Plinth - Chrome - 133.0669.587,6.44,4.29,8.49,7.22,8.49,5.82,4.72,8.49,8.49,Franke,
FRANKE-133.0669.588,Franke Flexible Tails - 133.0669.588,6.44,4.29,8.49,7.22,8.49,5.82,4.72,8.49,8.49,Franke,
FRANKE-133.0669.589,Franke Fixing Kit - 133.0669.589,12.55,8.37,11.92,10.67,11.92,10.30,9.20,12.13,12.13,Franke,
FRANKE-133.0683.080,Franke Lever - Gold - 133.0683.080,58.75,39.17,55.81,49.94,55.81,44.18,43.08,56.79,56.79,Franke,
FRANKE-133.0683.201,Franke Sprayhead : Gold - 133.0683.201,72.50,48.33,68.88,61.63,68.88,54.27,53.17,70.08,70.08,Franke,
FRANKE-133.0694.518,Franke Aerator & Key ( 1 ) - 133.0694.518,11.60,7.73,13.14,11.17,13.14,9.61,8.51,13.14,13.14,Franke,
FRANKE-133.0694.519,Franke Sprayhead Matt Black ( 4 ) - 133.0694.519,175.05,116.70,166.30,148.79,166.30,129.47,128.37,169.22,169.22,Franke,
FRANKE-133.0694.524,Franke Cold Flexi Tail ( 5 ) - 133.0694.524,27.69,18.46,26.30,23.53,26.30,21.40,20.30,26.76,26.76,Franke,
FRANKE-133.0694.525,Franke Hot Flexi Tail ( 6 ) - 133.0694.525,27.69,18.46,26.30,23.53,26.30,21.40,20.30,26.76,26.76,Franke,
FRANKE-133.0695.967,Franke Aerator - Brass - 133.0695.967,10.94,7.29,12.54,10.66,12.54,9.12,8.02,12.54,12.54,Franke,
FRANKE-133.0695.975,Franke Spout - Brass - 133.0695.975,86.25,57.50,81.94,73.31,81.94,64.35,63.25,83.38,83.38,Franke,
FRANKE-133.0695.977,Franke Handle - Brass - 133.0695.977,43.13,28.75,40.97,36.66,40.97,32.73,31.63,41.69,41.69,Franke,
FRANKE-133.0697.542,Franke Pullout Nozzle Decor Steel - 133.0697.542,32.18,21.45,30.57,27.35,30.57,24.70,23.60,31.10,31.10,Franke,
FRANKE-133.0697.543,Franke Pullout Nozzle Brass - 133.0697.543,40.00,26.67,38.00,34.00,38.00,30.43,29.33,38.67,38.67,Franke,
FRANKE-133.0697.544,Franke Pullout Nozzle Matt Black - 133.0697.544,34.38,22.92,32.66,29.22,32.66,26.31,25.21,33.23,33.23,Franke,
FRANKE-133.0697.545,Franke Handle Decor Steel - 133.0697.545,35.41,23.61,33.64,30.10,33.64,27.07,25.97,34.23,34.23,Franke,
FRANKE-133.0697.546,Franke Handle Brass - 133.0697.546,51.25,34.17,48.69,43.56,48.69,38.68,37.58,49.54,49.54,Franke,
FRANKE-133.0697.547,Franke Handle Matt Black - 133.0697.547,41.25,27.50,39.19,35.06,39.19,31.35,30.25,39.88,39.88,Franke,
FRANKE-133.0697.549,Franke Flexible Hose - 133.0697.549,35.41,23.61,33.64,30.10,33.64,27.07,25.97,34.23,34.23,Franke,
FRANKE-133.0697.550,Franke Aerator Decor Steel - 133.0697.550,10.94,7.29,12.54,10.66,12.54,9.12,8.02,12.54,12.54,Franke,
FRANKE-133.0697.551,Franke Aerator Brass - 133.0697.551,12.36,8.24,11.74,10.51,11.74,10.17,9.07,11.95,11.95,Franke,
FRANKE-133.0697.552,Franke Aerator Matt Black - 133.0697.552,11.46,7.64,13.02,11.06,13.02,9.51,8.41,13.02,13.02,Franke,
FRANKE-133.0698.284,Franke Spout Brass - 133.0698.284,118.75,79.17,112.81,100.94,112.81,88.18,87.08,114.79,114.79,Franke,
FRANKE-133.0698.401,Franke Hot Handle - Chrome (2023 Version) - 133.0698.401,38.63,25.75,36.69,32.83,36.69,29.43,28.33,37.34,37.34,Franke,
FRANKE-133.0698.402,Franke Hot Handle - Brass - 133.0698.402,46.35,30.90,44.03,39.40,44.03,35.09,33.99,44.81,44.81,Franke,
FRANKE-133.0698.403,Franke Cold Handle - Chrome (2023 Version) - 133.0698.403,38.63,25.75,36.69,32.83,36.69,29.43,28.33,37.34,37.34,Franke,
FRANKE-133.0698.404,Franke Cold Handle - Brass - 133.0698.404,46.35,30.90,44.03,39.40,44.03,35.09,33.99,44.81,44.81,Franke,
FRANKE-133.0698.857,Franke Spout - Brass - 133.0698.857,98.75,65.83,93.81,83.94,93.81,73.52,72.42,95.46,95.46,Franke,
FRANKE-133.0698.858,Franke Fixing Nut - Brass - 133.0698.858,12.48,8.32,11.85,10.60,11.85,10.25,9.15,12.06,12.06,Franke,
FRANKE-133.0698.859,Franke Aerator - Brass - 133.0698.859,17.33,11.55,16.46,14.73,16.46,13.81,12.71,16.75,16.75,Franke,
FRANKE-133.0698.860,Franke Hot Handle - Brass - 133.0698.860,29.35,19.57,27.88,24.95,27.88,22.62,21.52,28.37,28.37,Franke,
FRANKE-133.0712.282,Franke Flexible Pullout Hose - 133.0712.282,48.13,32.08,45.72,40.91,45.72,36.39,35.29,46.52,46.52,Franke,
FRANKE-133.0717.532,Franke Spout - Chrome - 133.0717.532,86.25,57.50,81.94,73.31,81.94,64.35,63.25,83.38,83.38,Franke,
FRANKE-133.0717.533,Franke Sprayhead - Chrome - 133.0717.533,105.00,70.00,99.75,89.25,99.75,78.10,77.00,101.50,101.50,Franke,
FRANKE-133.0717.534,Franke Aerator - Chrome - 133.0717.534,7.38,4.92,9.34,7.94,9.34,6.51,5.41,9.34,9.34,Franke,
