Epos Code,Description,RRP,COST,WEBSITE,TRADE,ENGINEER,MERCHANT,STAFF,AMAZON,EBAY,Brand,RowStatus
FRANKE-133.0084.012,Franke Aerator Chrome - 133.0084.012,10.36,6.91,12.03,10.22,12.03,8.70,7.60,12.03,12.03,Franke,
FRANKE-133.0084.016,Franke Valve (HOT or COLD) - 133.0084.016,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0084.020,Franke Aerator Brass - 133.0084.020,11.85,7.90,13.37,11.36,13.37,9.79,8.69,13.37,13.37,Franke,
FRANKE-133.0084.648,Franke Spout Fixing Nut : CHAMPAGNE - 133.0084.648,9.31,6.21,11.08,9.42,11.08,7.93,6.83,11.08,11.08,Franke,
FRANKE-133.0084.677,Franke Handle Retaining Screw (2mm) - 133.0084.677,8.01,5.34,9.91,8.42,9.91,6.98,5.88,9.91,9.91,Franke,
FRANKE-133.0084.678,Franke 2 mm Allen Key - 133.0084.678,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0084.695,Franke 2.5 mm Allen Key - 133.0084.695,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0086.243,Franke Overflow Complete - 133.0086.243,34.00,22.67,32.30,28.90,32.30,26.03,24.93,32.87,32.87,Franke,
FRANKE-133.0150.051,Franke Antisplash : CHROME - 133.0150.051,10.80,7.20,12.42,10.56,12.42,9.02,7.92,12.42,12.42,Franke,
FRANKE-133.0150.055,Franke Antisplash : SILKSTEEL - 133.0150.055,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0150.056,Franke O Ring Kit - 133.0150.056,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0150.093,Franke Spout Retaining Screw (2.5 mm) - 133.0150.093,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0150.097,Franke Hot Indicator (white plastic) - 133.0150.097,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0150.101,Franke Spout : CHROME - 133.0150.101,84.66,56.44,80.43,71.96,80.43,63.19,62.09,81.84,81.84,Franke,
FRANKE-133.0150.102,Franke Spout : SILKSTEEL - 133.0150.102,98.61,65.74,93.68,83.82,93.68,73.42,72.32,95.33,95.33,Franke,
FRANKE-133.0150.104,Franke Cartridge Cover : SILKSTEEL - 133.0150.104,12.76,8.51,12.12,10.85,12.12,10.46,9.36,12.34,12.34,Franke,
FRANKE-133.0150.105,Franke Fixing Kit - 133.0150.105,27.60,18.40,26.22,23.46,26.22,21.34,20.24,26.68,26.68,Franke,
FRANKE-133.0150.107,Franke Antisplash : Chrome - 133.0150.107,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0150.214,Franke Handle HOT : CHROME - 133.0150.214,51.88,34.58,49.28,44.09,49.28,39.14,38.04,50.15,50.15,Franke,
FRANKE-133.0150.215,Franke Handle COLD : CHROME - 133.0150.215,53.69,35.79,51.00,45.63,51.00,40.47,39.37,51.90,51.90,Franke,
FRANKE-133.0150.221,Franke Fixing Kit - 133.0150.221,26.61,17.74,25.28,22.62,25.28,20.62,19.52,25.73,25.73,Franke,
FRANKE-133.0150.225,Franke Spout : CHROME - 133.0150.225,69.29,46.19,65.82,58.89,65.82,51.91,50.81,66.98,66.98,Franke,
FRANKE-133.0150.226,Franke Spout : SILKSTEEL - 133.0150.226,76.21,50.81,72.40,64.78,72.40,56.99,55.89,73.67,73.67,Franke,
FRANKE-133.0150.229,Franke Handle COLD : CHROME - 133.0150.229,45.53,30.35,43.25,38.70,43.25,34.49,33.39,44.01,44.01,Franke,
FRANKE-133.0150.230,Franke Handle HOT : CHROME - 133.0150.230,45.53,30.35,43.25,38.70,43.25,34.49,33.39,44.01,44.01,Franke,
FRANKE-133.0150.231,Franke Handle COLD : SILKSTEEL - 133.0150.231,49.55,33.03,47.07,42.12,47.07,37.44,36.34,47.90,47.90,Franke,
FRANKE-133.0150.232,Franke Handle HOT : SILKSTEEL - 133.0150.232,36.99,24.66,35.14,31.44,35.14,28.22,27.12,35.75,35.75,Franke,
FRANKE-133.0150.522,Franke Valve : COLD - 133.0150.522,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0152.708,Franke Square Basket Strainer Plug (125mm x 125mm) - 133.0152.708,25.48,16.98,24.20,21.65,24.20,19.78,18.68,24.63,24.63,Franke,
FRANKE-133.0153.212,Franke Spout : CHROME - 133.0153.212,87.81,58.54,83.42,74.64,83.42,65.50,64.40,84.89,84.89,Franke,
FRANKE-133.0153.213,Franke O Ring Kit - 133.0153.213,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0153.214,Franke Handle HOT : CHROME - 133.0153.214,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0153.217,Franke Handle COLD : CHROME - 133.0153.217,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0153.218,Franke Handle Insert & Screw - 133.0153.218,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0153.220,Franke Plinth : CHROME - 133.0153.220,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0153.729,Franke Flexible Hose - 133.0153.729,91.93,61.28,87.33,78.14,87.33,68.51,67.41,88.86,88.86,Franke,
FRANKE-133.0156.883,Franke Drainer Basket Feet White (UH5) - 133.0156.883,2.30,1.53,4.77,4.05,4.77,2.79,1.69,4.77,4.77,Franke,
FRANKE-133.0159.810,Franke Round Overflow (CHROME) - 133.0159.810,32.78,21.85,31.14,27.86,31.14,25.14,24.04,31.68,31.68,Franke,
FRANKE-133.0163.387,Franke Flexible Hose - 133.0163.387,33.83,22.55,32.13,28.75,32.13,25.91,24.81,32.70,32.70,Franke,
FRANKE-133.0163.455,Franke Cartridge Cover : CHROME - 133.0163.455,14.49,9.66,13.76,12.31,13.76,11.72,10.62,14.00,14.00,Franke,
FRANKE-133.0166.377,Franke Dante Limescale Filter - 133.0166.377,48.20,32.13,45.79,40.97,45.79,36.45,35.35,46.59,46.59,Franke,
FRANKE-133.0166.378,Franke Dante Bacteriological Filter - 133.0166.378,46.38,30.92,44.06,39.42,44.06,35.11,34.01,44.83,44.83,Franke,
FRANKE-133.0167.066,Franke Handle : BLACK - 133.0167.066,48.90,32.60,46.46,41.57,46.46,36.96,35.86,47.27,47.27,Franke,
FRANKE-133.0167.067,Franke Hand Shower & Hose Assembly : BLACK - 133.0167.067,236.91,157.94,225.07,201.38,225.07,174.84,173.74,229.02,229.02,Franke,
FRANKE-133.0167.390,Franke Flexible Hose - 133.0167.390,41.86,27.91,39.77,35.58,39.77,31.80,30.70,40.47,40.47,Franke,
FRANKE-133.0171.252,Franke Spout Fixing Nut : CHROME - 133.0171.252,11.24,7.49,12.81,10.89,12.81,9.34,8.24,12.81,12.81,Franke,
FRANKE-133.0171.253,Franke Spout Fixing Nut : SILKSTEEL - 133.0171.253,11.99,7.99,13.49,11.47,13.49,9.89,8.79,13.49,13.49,Franke,
FRANKE-133.0171.277,Franke Fixing Kit - 133.0171.277,28.98,19.32,27.53,24.63,27.53,22.35,21.25,28.01,28.01,Franke,
FRANKE-133.0171.278,Franke Hose & Weight - 133.0171.278,41.86,27.91,39.77,35.58,39.77,31.80,30.70,40.47,40.47,Franke,
FRANKE-133.0171.279,Franke Flexible Tail (Hose Connector) - 133.0171.279,16.30,10.87,15.49,13.86,15.49,13.05,11.95,15.76,15.76,Franke,
FRANKE-133.0171.283,Franke Sprayhead : SILKSTEEL - 133.0171.283,112.98,75.32,107.33,96.03,107.33,83.95,82.85,109.21,109.21,Franke,
FRANKE-133.0171.284,Franke Lever : CHROME - 133.0171.284,56.38,37.58,53.56,47.92,53.56,42.44,41.34,54.50,54.50,Franke,
FRANKE-133.0171.285,Franke Lever : SILKSTEEL - 133.0171.285,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0171.288,Franke Sprayhead : CHROME - 133.0171.288,68.25,45.50,64.84,58.01,64.84,51.15,50.05,65.98,65.98,Franke,
FRANKE-133.0171.289,Franke Sprayhead : SILKSTEEL - 133.0171.289,73.55,49.03,69.87,62.52,69.87,55.04,53.94,71.10,71.10,Franke,
FRANKE-133.0171.290,Franke Fixing Kit - 133.0171.290,28.98,19.32,27.53,24.63,27.53,22.35,21.25,28.01,28.01,Franke,
FRANKE-133.0171.293,Franke O Ring Kit - 133.0171.293,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0171.294,Franke Sprayhead : CHROME - 133.0171.294,70.03,46.68,66.52,59.52,66.52,52.45,51.35,67.69,67.69,Franke,
FRANKE-133.0171.298,Franke Hose & Weight - 133.0171.298,38.43,25.62,36.50,32.66,36.50,29.28,28.18,37.14,37.14,Franke,
FRANKE-133.0171.312,Franke Pop Up Control Knob - 133.0171.312,25.41,16.94,24.14,21.60,24.14,19.74,18.64,24.57,24.57,Franke,
FRANKE-133.0171.342,Franke Pop Up Control Knob - 133.0171.342,22.36,14.91,21.24,19.01,21.24,17.50,16.40,21.62,21.62,Franke,
FRANKE-133.0172.567,Franke Undermount Fixing Clips x 4 - 133.0172.567,3.54,2.36,5.88,5.00,5.88,3.69,2.59,5.88,5.88,Franke,
FRANKE-133.0172.647,Franke Antisplash - 133.0172.647,10.36,6.91,12.03,10.22,12.03,8.70,7.60,12.03,12.03,Franke,
FRANKE-133.0172.724,Franke Soap Dispenser Bottle - 133.0172.724,22.50,15.00,21.38,19.13,21.38,17.60,16.50,21.75,21.75,Franke,
FRANKE-133.0173.055,Franke Round Overflow Revolution - 133.0173.055,11.85,7.90,13.37,11.36,13.37,9.79,8.69,13.37,13.37,Franke,
FRANKE-133.0173.623,Franke Cartridge - 133.0173.623,36.95,24.63,35.10,31.41,35.10,28.20,27.10,35.72,35.72,Franke,
FRANKE-133.0175.206,Franke Hygenic Overflow - 133.0175.206,34.08,22.72,32.37,28.96,32.37,26.09,24.99,32.94,32.94,Franke,
FRANKE-133.0179.488,Franke Tap Plinth - 133.0179.488,11.55,7.70,13.10,11.13,13.10,9.57,8.47,13.10,13.10,Franke,
FRANKE-133.0180.951,Franke Hose & Weight - 133.0180.951,39.88,26.58,37.88,33.89,37.88,30.34,29.24,38.55,38.55,Franke,
FRANKE-133.0182.334,Franke Cartridge Locking Ring - 133.0182.334,12.01,8.01,11.41,10.21,11.41,9.91,8.81,11.61,11.61,Franke,
FRANKE-133.0188.201,Franke Long Flexible Hose - 133.0188.201,38.10,25.40,36.20,32.39,36.20,29.04,27.94,36.83,36.83,Franke,
FRANKE-133.0188.453,Franke Siphon Accessory Kit - 133.0188.453,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0188.704,Franke inca Filter - 133.0188.704,27.69,18.46,26.30,23.53,26.30,21.40,20.30,26.76,26.76,Franke,
FRANKE-133.0191.621,Franke Soap Dispenser Pump - 133.0191.621,33.48,22.32,31.80,28.45,31.80,25.65,24.55,32.36,32.36,Franke,
FRANKE-133.0193.063,Franke Dante Tri Pure Filter - 133.0193.063,43.90,29.27,41.71,37.32,41.71,33.29,32.19,42.44,42.44,Franke,
FRANKE-133.0194.029,Franke Antisplash : CHROME - 133.0194.029,13.60,9.07,12.92,11.56,12.92,11.07,9.97,13.15,13.15,Franke,
FRANKE-133.0194.030,Franke Antisplash : SILKSTEEL - 133.0194.030,14.28,9.52,13.56,12.13,13.56,11.57,10.47,13.80,13.80,Franke,
FRANKE-133.0194.031,Franke Spout : CHROME - 133.0194.031,79.90,53.27,75.91,67.92,75.91,59.69,58.59,77.24,77.24,Franke,
FRANKE-133.0194.032,Franke Spout : SILKSTEEL - 133.0194.032,121.66,81.11,115.58,103.41,115.58,90.32,89.22,117.61,117.61,Franke,
FRANKE-133.0194.033,Franke Handle FILTER : CHROME - 133.0194.033,53.53,35.68,50.85,45.50,50.85,40.35,39.25,51.74,51.74,Franke,
FRANKE-133.0194.034,Franke Handle FILTER : SILKSTEEL - 133.0194.034,42.51,28.34,40.39,36.14,40.39,32.28,31.18,41.10,41.10,Franke,
FRANKE-133.0194.035,Franke Fixing Kit - 133.0194.035,21.99,14.66,20.89,18.69,20.89,17.22,16.12,21.25,21.25,Franke,
FRANKE-133.0194.036,Franke Filterflow Fixing Nut Key - 133.0194.036,5.73,3.82,7.85,6.67,7.85,5.30,4.20,7.85,7.85,Franke,
FRANKE-133.0194.039,Franke Handle FILTER : CHROME - 133.0194.039,51.30,34.20,48.74,43.61,48.74,38.72,37.62,49.59,49.59,Franke,
FRANKE-133.0194.040,Franke Handle FILTER : SILKSTEEL - 133.0194.040,42.51,28.34,40.39,36.14,40.39,32.28,31.18,41.10,41.10,Franke,
FRANKE-133.0194.071,Franke Antisplash : CHROME - 133.0194.071,9.18,6.12,10.96,9.31,10.96,7.83,6.73,10.96,10.96,Franke,
FRANKE-133.0194.072,Franke Antisplash : SILKSTEEL - 133.0194.072,15.30,10.20,14.54,13.01,14.54,12.32,11.22,14.79,14.79,Franke,
FRANKE-133.0194.073,Franke Spout : CHROME - 133.0194.073,112.18,74.78,106.57,95.35,106.57,83.36,82.26,108.44,108.44,Franke,
FRANKE-133.0194.074,Franke Spout : SILKSTEEL - 133.0194.074,124.79,83.19,118.55,106.07,118.55,92.61,91.51,120.63,120.63,Franke,
FRANKE-133.0194.075,Franke Handle HOT : CHROME - 133.0194.075,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0194.076,Franke Handle COLD : CHROME - 133.0194.076,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0194.077,Franke Handle FILTER : CHROME - 133.0194.077,51.30,34.20,48.74,43.61,48.74,38.72,37.62,49.59,49.59,Franke,
FRANKE-133.0194.078,Franke Handle HOT : SILKSTEEL - 133.0194.078,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0194.079,Franke Handle COLD : SILKSTEEL - 133.0194.079,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0194.080,Franke Handle FILTER : SILKSTEEL - 133.0194.080,42.51,28.34,40.39,36.14,40.39,32.28,31.18,41.10,41.10,Franke,
FRANKE-133.0194.081,Franke Valve Cover : CHROME - 133.0194.081,19.05,12.70,18.10,16.19,18.10,15.07,13.97,18.42,18.42,Franke,
FRANKE-133.0194.082,Franke Valve Cover : SILKSTEEL - 133.0194.082,20.54,13.69,19.51,17.46,19.51,16.16,15.06,19.85,19.85,Franke,
FRANKE-133.0194.083,Franke Plinth : CHROME - 133.0194.083,12.75,8.50,12.11,10.84,12.11,10.45,9.35,12.33,12.33,Franke,
FRANKE-133.0194.085,Franke Spout : CHROME - 133.0194.085,91.14,60.76,86.58,77.47,86.58,67.93,66.83,88.10,88.10,Franke,
FRANKE-133.0194.086,Franke Spout : SILKSTEEL - 133.0194.086,105.15,70.10,99.89,89.38,99.89,78.21,77.11,101.65,101.65,Franke,
FRANKE-133.0194.090,Franke Spout : SILKSTEEL - 133.0194.090,105.24,70.16,99.98,89.45,99.98,78.27,77.17,101.73,101.73,Franke,
FRANKE-133.0194.111,Franke Handle HOT : SILKSTEEL - 133.0194.111,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0194.112,Franke Handle COLD : SILKSTEEL - 133.0194.112,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0194.113,Franke Plinth : SILKSTEEL - 133.0194.113,14.79,9.86,14.05,12.57,14.05,11.94,10.84,14.29,14.29,Franke,
FRANKE-133.0194.117,Franke Antisplash : CHROME - 133.0194.117,15.10,10.07,14.35,12.84,14.35,12.17,11.07,14.60,14.60,Franke,
FRANKE-133.0194.118,Franke Antisplash : SILKSTEEL - 133.0194.118,15.44,10.29,14.67,13.12,14.67,12.42,11.32,14.92,14.92,Franke,
FRANKE-133.0194.120,Franke Valve Cover : SILKSTEEL - 133.0194.120,15.55,10.37,14.77,13.22,14.77,12.50,11.40,15.03,15.03,Franke,
FRANKE-133.0194.136,Franke Handle HOT : SILKSTEEL - 133.0194.136,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0194.148,Franke Antisplash : CHROME - 133.0194.148,14.39,9.59,13.67,12.23,13.67,11.65,10.55,13.91,13.91,Franke,
FRANKE-133.0194.152,Franke Spout : CHROME - 133.0194.152,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0194.155,Franke Fixing kit : CHROME - 133.0194.155,27.60,18.40,26.22,23.46,26.22,21.34,20.24,26.68,26.68,Franke,
FRANKE-133.0194.753,Franke Hand Spray Assembly : CHROME - 133.0194.753,185.08,123.38,175.82,157.31,175.82,136.82,135.72,178.91,178.91,Franke,
FRANKE-133.0194.754,Franke Hand Spray Assembly : SILKSTEEL - 133.0194.754,187.89,125.26,178.49,159.70,178.49,138.88,137.78,181.62,181.62,Franke,
FRANKE-133.0194.755,Franke Diverter Valve and Tail - 133.0194.755,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0194.756,Franke Fixing Kit - 133.0194.756,16.98,11.32,16.13,14.43,16.13,13.55,12.45,16.41,16.41,Franke,
FRANKE-133.0194.757,Franke Flexible Tails (Set of 3) - 133.0194.757,30.78,20.52,29.24,26.16,29.24,23.67,22.57,29.75,29.75,Franke,
FRANKE-133.0195.779,Franke Lollipop Mixer Lever - Chrome - 133.0195.779,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0195.791,Franke Minerva Stainless Steel Mixer Lever - 133.0195.791,25.00,16.67,23.75,21.25,23.75,19.43,18.33,24.17,24.17,Franke,
FRANKE-133.0195.794,Franke Mixer valve Locking Ring - 133.0195.794,2.50,1.67,4.95,4.21,4.95,2.93,1.83,4.95,4.95,Franke,
FRANKE-133.0195.796,Franke Mixer valve - 133.0195.796,31.25,20.83,29.69,26.56,29.69,24.02,22.92,30.21,30.21,Franke,
FRANKE-133.0195.797,Franke Minerva 3-in-1 chrome J-spout - 133.0195.797,62.50,41.67,59.38,53.13,59.38,46.93,45.83,60.42,60.42,Franke,
FRANKE-133.0195.804,Franke Minerva 3-in-1 Stainless Steel Spout - 133.0195.804,68.75,45.83,65.31,58.44,65.31,51.52,50.42,66.46,66.46,Franke,
FRANKE-133.0195.806,Franke Spout O-Ring x1 - 133.0195.806,2.50,1.67,4.95,4.21,4.95,2.93,1.83,4.95,4.95,Franke,
FRANKE-133.0195.808,Franke Minerva Stainless Steel Boiling Water Handle - 133.0195.808,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0195.810,Franke Minerva Stainless Steel Plinth - 133.0195.810,7.50,5.00,9.45,8.03,9.45,6.60,5.50,9.45,9.45,Franke,
FRANKE-133.0195.821,Franke Minerva Original/Irena bracing tube - Taps up to 2018 - 133.0195.821,15.00,10.00,14.25,12.75,14.25,12.10,11.00,14.50,14.50,Franke,
FRANKE-133.0195.822,Franke Triangular Support Plate - 133.0195.822,8.48,5.65,10.33,8.78,10.33,7.32,6.22,10.33,10.33,Franke,
FRANKE-133.0197.942,Franke Cartridge - 133.0197.942,33.75,22.50,32.06,28.69,32.06,25.85,24.75,32.63,32.63,Franke,
FRANKE-133.0201.896,Franke O Ring Kit - 133.0201.896,7.96,5.31,9.87,8.39,9.87,6.94,5.84,9.87,9.87,Franke,
FRANKE-133.0201.903,Franke Valve : COLD/FILTER - 133.0201.903,63.75,42.50,60.56,54.19,60.56,47.85,46.75,61.63,61.63,Franke,
FRANKE-133.0201.904,Franke Fixing Kit - 133.0201.904,28.19,18.79,26.78,23.96,26.78,21.77,20.67,27.25,27.25,Franke,
FRANKE-133.0201.906,Franke Plinth : SILKSTEEL - 133.0201.906,18.40,12.27,17.48,15.64,17.48,14.59,13.49,17.79,17.79,Franke,
FRANKE-133.0202.735,Franke Sprayhead **AFTER 06/07** (Flat Spray Trigger) - 133.0202.735,104.19,69.46,98.98,88.56,98.98,77.50,76.40,100.71,100.71,Franke,
FRANKE-133.0202.757,Franke Handle HOT : CHROME - 133.0202.757,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0202.758,Franke Handle COLD : CHROME - 133.0202.758,48.30,32.20,45.89,41.06,45.89,36.52,35.42,46.69,46.69,Franke,
FRANKE-133.0202.759,Franke Indice : HOT - 133.0202.759,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0202.760,Franke Indice : COLD - 133.0202.760,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0202.761,Franke Valve Cover : CHROME - 133.0202.761,15.10,10.07,14.35,12.84,14.35,12.17,11.07,14.60,14.60,Franke,
FRANKE-133.0202.762,Franke Valve : CHROME - 133.0202.762,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0251.339,Franke Handle HOT : CHROME - 133.0251.339,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0251.353,Franke Handle COLD : CHROME - 133.0251.353,49.50,33.00,47.03,42.08,47.03,37.40,36.30,47.85,47.85,Franke,
FRANKE-133.0251.354,Franke Handle HOT : SILKSTEEL - 133.0251.354,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0251.355,Franke Handle COLD : SILKSTEEL - 133.0251.355,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0251.356,Franke Plinth : CHROME - 133.0251.356,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0251.358,Franke Plinth : SILKSTEEL - 133.0251.358,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0251.364,Franke Spout : CHROME - 133.0251.364,75.59,50.39,71.81,64.25,71.81,56.53,55.43,73.07,73.07,Franke,
FRANKE-133.0251.365,Franke Spout : SILKSTEEL - 133.0251.365,83.00,55.33,78.85,70.55,78.85,61.97,60.87,80.23,80.23,Franke,
FRANKE-133.0251.366,Franke O Ring Kit - 133.0251.366,7.59,5.06,9.53,8.10,9.53,6.66,5.56,9.53,9.53,Franke,
FRANKE-133.0251.367,Franke Handle HOT : CHROME - 133.0251.367,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0251.368,Franke Handle COLD : CHROME - 133.0251.368,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0251.369,Franke Handle HOT : SILKSTEEL - 133.0251.369,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0251.370,Franke Handle COLD : SILKSTEEL - 133.0251.370,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0251.372,Franke Handle Insert & Screw - 133.0251.372,6.95,4.63,8.96,7.61,8.96,6.20,5.10,8.96,8.96,Franke,
FRANKE-133.0251.374,Franke Valve : HOT - 133.0251.374,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0251.375,Franke Valve : COLD - 133.0251.375,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0251.377,Franke Antisplash : CHROME - 133.0251.377,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0251.379,Franke Spout : CHROME - 133.0251.379,71.90,47.93,68.31,61.12,68.31,53.83,52.73,69.50,69.50,Franke,
FRANKE-133.0251.380,Franke Spout : SILKSTEEL - 133.0251.380,76.21,50.81,72.40,64.78,72.40,56.99,55.89,73.67,73.67,Franke,
FRANKE-133.0251.381,Franke Handle HOT : CHROME - 133.0251.381,53.69,35.79,51.00,45.63,51.00,40.47,39.37,51.90,51.90,Franke,
FRANKE-133.0251.382,Franke Handle COLD : CHROME - 133.0251.382,48.13,32.08,45.72,40.91,45.72,36.39,35.29,46.52,46.52,Franke,
FRANKE-133.0251.383,Franke Handle HOT : SILKSTEEL - 133.0251.383,45.14,30.09,42.88,38.37,42.88,34.20,33.10,43.63,43.63,Franke,
FRANKE-133.0251.384,Franke Handle COLD : SILKSTEEL - 133.0251.384,42.98,28.65,40.83,36.53,40.83,32.62,31.52,41.54,41.54,Franke,
FRANKE-133.0251.385,Franke Plinth : CHROME - 133.0251.385,13.43,8.95,12.75,11.41,12.75,10.95,9.85,12.98,12.98,Franke,
FRANKE-133.0251.386,Franke Plinth : SILKSTEEL - 133.0251.386,13.43,8.95,12.75,11.41,12.75,10.95,9.85,12.98,12.98,Franke,
FRANKE-133.0252.269,Franke Plinth : CHROME - 133.0252.269,11.85,7.90,13.37,11.36,13.37,9.79,8.69,13.37,13.37,Franke,
FRANKE-133.0255.893,Franke Handle HOT : CHROME - 133.0255.893,53.69,35.79,51.00,45.63,51.00,40.47,39.37,51.90,51.90,Franke,
FRANKE-133.0255.894,Franke Handle COLD : CHROME - 133.0255.894,51.88,34.58,49.28,44.09,49.28,39.14,38.04,50.15,50.15,Franke,
FRANKE-133.0255.895,Franke Handle HOT : SILKSTEEL - 133.0255.895,42.98,28.65,40.83,36.53,40.83,32.62,31.52,41.54,41.54,Franke,
FRANKE-133.0255.896,Franke Handle COLD : SILKSTEEL - 133.0255.896,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0255.897,Franke Compression Valve (HOT or Cold) - 133.0255.897,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0255.904,Franke Spout : CHROME - 133.0255.904,87.81,58.54,83.42,74.64,83.42,65.50,64.40,84.89,84.89,Franke,
FRANKE-133.0255.905,Franke Spout : BRUSHED NICKEL - 133.0255.905,99.60,66.40,94.62,84.66,94.62,74.14,73.04,96.28,96.28,Franke,
FRANKE-133.0255.909,Franke Handle : CHROME - 133.0255.909,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0255.910,Franke Handle : SILKSTEEL - 133.0255.910,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0255.913,Franke Fixing Kit - 133.0255.913,27.60,18.40,26.22,23.46,26.22,21.34,20.24,26.68,26.68,Franke,
FRANKE-133.0256.086,Franke Pop Up Knob Control (Chrome) - 133.0256.086,24.90,16.60,23.66,21.17,23.66,19.36,18.26,24.07,24.07,Franke,
FRANKE-133.0256.088,Franke Pop Up Control Knob (Silksteel) - 133.0256.088,24.55,16.37,23.32,20.87,23.32,19.10,18.00,23.73,23.73,Franke,
FRANKE-133.0258.664,Franke Plinth : CHROME - 133.0258.664,12.45,8.30,11.83,10.58,11.83,10.23,9.13,12.04,12.04,Franke,
FRANKE-133.0258.665,Franke Plinth : SILKSTEEL - 133.0258.665,12.45,8.30,11.83,10.58,11.83,10.23,9.13,12.04,12.04,Franke,
